"","location_id","work_type","high_inter","hrs_inter"
"1054",301,"homemaker",0,6
"1055",191,"homemaker",0,6
"1056",544,"university",1,5
"1057",486,"university",1,5
"1058",821,"university",1,5
"1059",390,"university",1,5
"1060",90,"university",1,5
"1061",605,"university",1,5
"1062",126,"university",1,5
"1063",787,"university",1,5
"1064",246,"university",1,5
"1065",422,"university",1,5
"1066",987,"labor",0,23
"1067",659,"labor",0,23
"1068",440,"labor",0,23
"1069",956,"labor",0,23
"1070",162,"labor",0,23
"1071",604,"labor",0,23
"1072",769,"homemaker",0,9
"1073",113,"homemaker",0,9
"1074",99,"homemaker",0,9
"1075",246,"homemaker",0,9
"1076",758,"homemaker",0,9
"1077",573,"homemaker",0,9
"1078",139,"homemaker",0,9
"1079",384,"service",1,15
"1080",447,"service",1,15
"1081",590,"service",1,15
"1082",195,"service",1,15
"1083",859,"service",1,15
"1084",133,"service",1,15
"1085",798,"service",1,15
"1086",749,"service",1,15
"1087",383,"university",0,9
"1088",175,"university",0,9
"1089",511,"university",0,9
"1090",317,"university",0,9
"1091",372,"construction",0,8
"1092",655,"construction",0,8
"1093",766,"construction",0,8
"1094",665,"construction",0,8
"1095",387,"construction",0,8
"1096",918,"construction",0,8
"1097",825,"construction",0,8
"1098",658,"construction",0,8
"1099",454,"construction",0,8
"1100",562,"law",0,22
"1101",937,"law",0,22
"1102",206,"law",0,22
"1103",505,"law",0,22
"1104",106,"law",0,22
"1105",891,"law",0,22
"1106",793,"law",0,22
"1107",692,"law",0,22
"1108",960,"law",0,22
"1109",46,"consultency",0,22
"1110",57,"consultency",0,22
"1111",618,"consultency",0,22
"1112",179,"consultency",0,22
"1113",689,"consultency",0,22
"1114",826,"consultency",0,22
"1115",908,"consultency",0,22
"1116",770,"consultency",0,22
"1117",257,"consultency",0,22
"1118",674,"consultency",0,22
"1119",731,"technology",0,14
"1120",981,"technology",0,14
"1121",504,"law",1,8
"1122",862,"law",1,8
"1123",669,"law",1,8
"1124",773,"law",0,13
"1125",275,"law",0,13
"1126",92,"law",0,13
"1127",904,"law",0,13
"1128",765,"law",0,13
"1129",37,"law",0,13
"1130",469,"law",0,13
"1131",121,"homemaker",0,21
"1132",361,"homemaker",0,21
"1133",761,"homemaker",0,21
"1134",849,"law",0,18
"1135",930,"law",0,18
"1136",886,"consultency",0,1
"1137",28,"consultency",0,1
"1138",704,"consultency",0,1
"1139",333,"consultency",0,1
"1140",640,"consultency",0,1
"1141",343,"consultency",0,1
"1142",564,"consultency",0,1
"1143",998,"consultency",0,1
"1144",895,"consultency",0,1
"1145",445,"consultency",0,1
"1146",95,"construction",0,6
"1147",715,"construction",0,6
"1148",848,"construction",0,6
"1149",916,"construction",0,6
"1150",557,"construction",0,6
"1151",678,"finance",0,18
"1152",743,"finance",0,18
"1153",40,"finance",0,18
"1154",291,"finance",0,18
"1155",830,"finance",0,18
"1156",213,"service",1,21
"1157",769,"service",1,21
"1158",801,"labor",0,9
"1159",717,"labor",0,9
"1160",948,"labor",0,9
"1161",113,"labor",0,9
"1162",19,"labor",0,9
"1163",892,"labor",0,9
"1164",367,"labor",0,9
"1165",105,"labor",0,9
"1166",773,"consultency",0,15
"1167",567,"consultency",0,15
"1168",52,"consultency",0,15
"1169",849,"consultency",0,15
"1170",157,"homemaker",0,6
"1171",141,"homemaker",0,6
"1172",631,"homemaker",0,6
"1173",498,"homemaker",0,6
"1174",963,"homemaker",0,6
"1175",40,"homemaker",0,6
"1176",261,"homemaker",0,6
"1177",618,"homemaker",0,6
"1178",44,"labor",0,1
"1179",235,"law",1,5
"1180",140,"law",1,5
"1181",451,"law",1,5
"1182",963,"homemaker",1,13
"1183",145,"homemaker",1,13
"1184",480,"homemaker",1,13
"1185",481,"homemaker",1,13
"1186",882,"homemaker",1,13
"1187",465,"homemaker",1,13
"1188",674,"homemaker",1,13
"1189",913,"homemaker",1,13
"1190",743,"finance",0,15
"1191",592,"finance",0,15
"1192",908,"finance",0,15
"1193",429,"finance",0,15
"1194",912,"finance",0,15
"1195",441,"finance",0,15
"1196",599,"finance",0,15
"1197",201,"finance",0,15
"1198",912,"hospital",1,9
"1199",515,"hospital",1,9
"1200",967,"hospital",1,9
"1201",417,"hospital",1,9
"1202",758,"hospital",1,9
"1203",61,"hospital",1,9
"1204",817,"technology",0,12
"1205",125,"technology",0,12
"1206",301,"technology",0,12
"1207",279,"technology",0,12
"1208",953,"service",0,16
"1209",612,"service",0,16
"1210",852,"service",0,16
"1211",485,"service",0,16
"1212",461,"finance",1,23
"1213",73,"finance",1,23
"1214",716,"technology",0,10
"1215",757,"technology",0,10
"1216",180,"technology",0,10
"1217",486,"technology",0,10
"1218",49,"technology",0,10
"1219",946,"finance",1,15
"1220",745,"finance",1,15
"1221",902,"finance",1,15
"1222",267,"finance",1,15
"1223",225,"finance",1,15
"1224",613,"finance",1,15
"1225",437,"finance",1,15
"1226",984,"finance",1,15
"1227",81,"finance",1,15
"1228",429,"finance",1,15
"1229",350,"consultency",0,16
"1230",270,"consultency",0,16
"1231",56,"consultency",0,16
"1232",552,"labor",0,24
"1233",65,"labor",0,24
"1234",972,"labor",0,24
"1235",362,"labor",0,24
"1236",918,"labor",0,24
"1237",915,"labor",0,24
"1238",323,"labor",0,24
"1239",263,"labor",0,24
"1240",547,"university",1,14
"1241",488,"university",1,14
"1242",765,"university",1,14
"1243",484,"technology",0,21
"1244",107,"technology",0,21
"1245",634,"technology",0,21
"1246",261,"technology",0,21
"1247",272,"technology",0,21
"1248",570,"technology",0,5
"1249",715,"technology",0,5
"1250",794,"technology",0,5
"1251",261,"technology",0,5
"1252",464,"technology",0,5
"1253",354,"technology",0,5
"1254",964,"technology",0,5
"1255",139,"technology",0,5
"1256",480,"technology",0,5
"1257",15,"technology",0,5
"1258",906,"technology",0,16
"1259",847,"technology",0,16
"1260",529,"technology",0,16
"1261",765,"technology",0,16
"1262",232,"technology",0,16
"1263",663,"technology",0,16
"1264",225,"service",1,5
"1265",974,"service",1,5
"1266",855,"consultency",1,9
"1267",540,"consultency",1,9
"1268",43,"consultency",1,9
"1269",178,"consultency",1,9
"1270",537,"consultency",1,9
"1271",995,"consultency",1,9
"1272",867,"labor",0,5
"1273",512,"labor",0,5
"1274",54,"labor",0,5
"1275",620,"labor",0,5
"1276",169,"labor",0,5
"1277",319,"labor",0,5
"1278",670,"labor",0,5
"1279",40,"labor",0,5
"1280",447,"labor",0,5
"1281",574,"service",1,19
"1282",505,"service",1,19
"1283",665,"service",1,19
"1284",488,"service",1,19
"1285",49,"labor",1,20
"1286",396,"labor",1,20
"1287",414,"labor",1,20
"1288",626,"labor",1,20
"1289",270,"labor",1,20
"1290",613,"labor",1,20
"1291",492,"labor",1,20
"1292",368,"labor",1,20
"1293",596,"construction",0,7
"1294",387,"construction",0,7
"1295",666,"construction",0,7
"1296",94,"construction",0,7
"1297",422,"construction",0,7
"1298",702,"construction",0,7
"1299",522,"labor",0,1
"1300",653,"labor",0,1
"1301",664,"labor",0,1
"1302",939,"labor",0,1
"1303",297,"labor",0,1
"1304",355,"labor",0,1
"1305",396,"labor",0,1
"1306",324,"labor",0,1
"1307",672,"labor",0,1
"1308",31,"consultency",0,5
"1309",804,"homemaker",0,11
"1310",795,"technology",0,18
"1311",45,"technology",0,18
"1312",768,"technology",0,18
"1313",143,"technology",0,18
"1314",840,"technology",0,18
"1315",329,"technology",0,18
"1316",824,"technology",0,18
"1317",634,"technology",0,18
"1318",476,"technology",0,18
"1319",53,"technology",0,18
"1320",9,"finance",0,1
"1321",189,"finance",0,1
"1322",914,"finance",0,1
"1323",22,"finance",0,1
"1324",106,"finance",0,1
"1325",812,"finance",0,1
"1326",576,"finance",0,1
"1327",124,"finance",0,1
"1328",436,"finance",0,1
"1329",863,"finance",0,1
"1330",174,"service",0,1
"1331",312,"service",0,1
"1332",143,"service",0,1
"1333",268,"service",0,1
"1334",936,"service",0,1
"1335",220,"service",0,1
"1336",782,"service",0,1
"1337",195,"finance",1,21
"1338",944,"finance",1,21
"1339",560,"finance",1,21
"1340",699,"finance",1,21
"1341",970,"finance",1,21
"1342",688,"finance",1,21
"1343",548,"finance",1,21
"1344",476,"finance",1,21
"1345",442,"consultency",0,19
"1346",260,"consultency",0,19
"1347",109,"consultency",0,19
"1348",777,"consultency",0,19
"1349",334,"consultency",0,19
"1350",632,"consultency",0,19
"1351",710,"consultency",0,19
"1352",747,"consultency",0,19
"1353",473,"consultency",0,19
"1354",852,"technology",0,1
"1355",16,"technology",0,1
"1356",88,"technology",0,1
"1357",684,"technology",0,1
"1358",840,"technology",0,1
"1359",935,"technology",0,1
"1360",255,"technology",0,1
"1361",527,"technology",0,1
"1362",450,"technology",0,1
"1363",221,"technology",0,1
"1364",468,"hospital",0,9
"1365",633,"hospital",0,9
"1366",575,"hospital",0,9
"1367",259,"hospital",0,9
"1368",630,"hospital",0,9
"1369",557,"hospital",0,9
"1370",388,"hospital",0,9
"1371",281,"hospital",0,9
"1372",440,"hospital",0,9
"1373",469,"hospital",0,9
"1374",256,"law",0,3
"1375",779,"law",0,3
"1376",387,"law",0,3
"1377",82,"law",0,3
"1378",735,"law",0,3
"1379",445,"hospital",1,12
"1380",471,"hospital",1,12
"1381",435,"hospital",1,12
"1382",987,"hospital",1,12
"1383",409,"hospital",1,12
"1384",426,"hospital",1,12
"1385",207,"hospital",1,12
"1386",638,"hospital",1,12
"1387",885,"hospital",1,12
"1388",743,"labor",0,7
"1389",162,"labor",0,7
"1390",306,"labor",0,7
"1391",503,"labor",0,7
"1392",517,"labor",0,7
"1393",120,"consultency",1,18
"1394",173,"consultency",1,18
"1395",497,"hospital",0,16
"1396",589,"hospital",0,16
"1397",682,"hospital",0,16
"1398",723,"hospital",0,16
"1399",705,"hospital",0,16
"1400",977,"hospital",0,16
"1401",692,"hospital",0,16
"1402",847,"hospital",0,16
"1403",102,"hospital",0,16
"1404",552,"hospital",0,16
"1405",946,"hospital",1,1
"1406",880,"hospital",1,1
"1407",647,"hospital",1,1
"1408",902,"hospital",1,1
"1409",715,"hospital",1,1
"1410",81,"hospital",1,1
"1411",213,"hospital",1,1
"1412",701,"hospital",1,1
"1413",450,"hospital",1,1
"1414",99,"hospital",0,3
"1415",425,"hospital",0,3
"1416",657,"hospital",0,3
"1417",283,"hospital",0,3
"1418",417,"hospital",0,3
"1419",477,"labor",0,5
"1420",746,"labor",0,5
"1421",230,"labor",0,5
"1422",35,"labor",0,5
"1423",625,"labor",0,5
"1424",700,"hospital",1,18
"1425",841,"hospital",1,18
"1426",249,"hospital",1,18
"1427",116,"hospital",1,18
"1428",428,"hospital",1,18
"1429",918,"university",1,1
"1430",626,"university",1,1
"1431",198,"university",1,1
"1432",92,"university",1,1
"1433",820,"university",1,1
"1434",651,"university",1,1
"1435",822,"university",1,1
"1436",850,"university",1,1
"1437",307,"university",1,1
"1438",159,"university",1,1
"1439",878,"hospital",1,10
"1440",53,"hospital",1,10
"1441",255,"hospital",1,10
"1442",608,"hospital",1,10
"1443",380,"hospital",1,10
"1444",382,"technology",0,1
"1445",57,"technology",0,1
"1446",651,"technology",0,1
"1447",492,"consultency",1,3
"1448",689,"consultency",1,3
"1449",593,"consultency",1,3
"1450",450,"consultency",1,3
"1451",775,"consultency",1,3
"1452",549,"consultency",1,3
"1453",41,"consultency",1,3
"1454",880,"labor",0,17
"1455",890,"labor",0,17
"1456",852,"labor",0,17
"1457",349,"labor",0,17
"1458",262,"technology",0,5
"1459",894,"technology",0,5
"1460",118,"technology",0,5
"1461",96,"technology",0,5
"1462",960,"technology",0,5
"1463",216,"technology",0,5
"1464",616,"technology",0,5
"1465",29,"technology",0,5
"1466",780,"technology",0,5
"1467",261,"technology",0,5
"1468",706,"consultency",0,20
"1469",797,"consultency",0,20
"1470",95,"consultency",0,20
"1471",739,"consultency",0,20
"1472",874,"consultency",0,20
"1473",206,"consultency",0,20
"1474",885,"consultency",0,20
"1475",793,"homemaker",0,8
"1476",510,"homemaker",0,8
"1477",374,"homemaker",0,8
"1478",764,"homemaker",0,8
"1479",74,"homemaker",0,8
"1480",485,"construction",0,14
"1481",933,"construction",0,14
"1482",423,"technology",1,4
"1483",420,"technology",1,4
"1484",198,"technology",1,4
"1485",835,"technology",1,4
"1486",788,"technology",1,4
"1487",443,"law",1,17
"1488",71,"law",1,17
"1489",859,"law",1,17
"1490",231,"law",1,17
"1491",443,"law",1,17
"1492",357,"law",1,17
"1493",423,"law",1,17
"1494",458,"law",1,17
"1495",239,"service",0,13
"1496",157,"service",0,13
"1497",227,"service",0,13
"1498",452,"service",0,13
"1499",997,"service",0,13
"1500",217,"service",0,13
"1501",729,"service",0,13
"1502",335,"service",0,13
"1503",961,"service",0,13
"1504",968,"service",0,13
"1505",738,"homemaker",0,5
"1506",589,"homemaker",0,5
"1507",944,"homemaker",0,5
"1508",568,"homemaker",0,5
"1509",592,"hospital",0,8
"1510",596,"hospital",0,8
"1511",35,"hospital",0,8
"1512",191,"hospital",0,8
"1513",856,"hospital",0,8
"1514",224,"technology",0,2
"1515",60,"technology",0,2
"1516",926,"technology",0,2
"1517",462,"technology",0,2
"1518",740,"technology",0,2
"1519",68,"technology",0,2
"1520",802,"technology",0,2
"1521",964,"technology",0,2
"1522",410,"technology",0,2
"1523",698,"hospital",1,10
"1524",165,"hospital",1,10
"1525",583,"hospital",1,10
"1526",920,"construction",0,13
"1527",337,"construction",0,13
"1528",718,"construction",0,13
"1529",575,"construction",0,13
"1530",736,"construction",0,13
"1531",90,"construction",0,13
"1532",534,"construction",0,13
"1533",813,"technology",1,15
"1534",487,"technology",1,15
"1535",214,"technology",1,15
"1536",172,"homemaker",1,1
"1537",811,"homemaker",1,1
"1538",70,"homemaker",1,1
"1539",92,"homemaker",1,1
"1540",603,"hospital",0,8
"1541",329,"hospital",0,8
"1542",693,"hospital",0,8
"1543",241,"hospital",0,8
"1544",73,"hospital",0,8
"1545",650,"hospital",1,19
"1546",79,"hospital",1,19
"1547",75,"hospital",1,19
"1548",858,"hospital",1,19
"1549",97,"hospital",1,19
"1550",524,"hospital",1,19
"1551",607,"hospital",1,19
"1552",171,"hospital",1,19
"1553",489,"technology",0,13
"1554",783,"technology",0,13
"1555",600,"technology",0,13
"1556",513,"technology",0,13
"1557",197,"technology",0,13
"1558",458,"technology",0,13
"1559",602,"technology",0,13
"1560",394,"technology",0,13
"1561",746,"technology",0,13
"1562",485,"construction",1,18
"1563",435,"construction",1,18
"1564",115,"construction",1,18
"1565",688,"construction",1,18
"1566",328,"construction",1,18
"1567",625,"construction",1,18
"1568",386,"construction",1,18
"1569",856,"construction",1,18
"1570",485,"construction",1,18
"1571",54,"construction",1,18
"1572",832,"hospital",1,13
"1573",998,"hospital",1,13
"1574",219,"hospital",1,13
"1575",612,"hospital",1,13
"1576",365,"hospital",1,13
"1577",261,"hospital",1,13
"1578",58,"hospital",1,13
"1579",635,"technology",1,19
"1580",392,"technology",1,19
"1581",155,"technology",1,19
"1582",418,"technology",1,19
"1583",480,"technology",1,19
"1584",144,"technology",1,24
"1585",794,"technology",1,24
"1586",861,"technology",1,24
"1587",925,"technology",1,24
"1588",737,"technology",1,24
"1589",562,"technology",1,24
"1590",519,"technology",1,24
"1591",885,"law",0,5
"1592",172,"law",0,5
"1593",555,"law",0,5
"1594",951,"construction",1,22
"1595",895,"construction",1,22
"1596",992,"construction",1,22
"1597",79,"construction",1,22
"1598",156,"construction",1,22
"1599",213,"construction",1,22
"1600",143,"construction",1,22
"1601",137,"construction",1,22
"1602",950,"labor",0,22
"1603",991,"labor",0,22
"1604",966,"labor",0,22
"1605",42,"labor",0,22
"1606",88,"labor",0,22
"1607",573,"labor",0,22
"1608",275,"labor",0,22
"1609",109,"labor",0,22
"1610",877,"labor",0,22
"1611",763,"homemaker",0,21
"1612",141,"homemaker",0,21
"1613",346,"homemaker",0,21
"1614",914,"labor",0,12
"1615",624,"consultency",1,8
"1616",469,"consultency",1,8
"1617",968,"consultency",1,8
"1618",740,"consultency",1,8
"1619",306,"consultency",1,8
"1620",141,"hospital",1,11
"1621",593,"hospital",1,11
"1622",911,"hospital",1,11
"1623",837,"hospital",1,11
"1624",293,"hospital",1,11
"1625",769,"hospital",1,11
"1626",918,"hospital",1,11
"1627",373,"hospital",1,11
"1628",187,"hospital",1,11
"1629",451,"consultency",1,3
"1630",245,"hospital",0,22
"1631",466,"hospital",0,22
"1632",921,"hospital",0,22
"1633",422,"hospital",0,22
"1634",910,"hospital",0,22
"1635",144,"hospital",0,22
"1636",831,"hospital",0,22
"1637",462,"hospital",0,22
"1638",303,"hospital",0,22
"1639",961,"hospital",0,22
"1640",497,"finance",1,9
"1641",378,"finance",1,9
"1642",755,"finance",1,9
"1643",639,"finance",1,9
"1644",801,"finance",1,9
"1645",634,"finance",1,9
"1646",147,"finance",1,9
"1647",875,"finance",1,9
"1648",972,"finance",1,9
"1649",746,"law",1,21
"1650",318,"construction",0,8
"1651",376,"construction",0,8
"1652",288,"construction",0,8
"1653",559,"university",0,12
"1654",380,"university",0,12
"1655",343,"university",0,12
"1656",895,"university",0,12
"1657",381,"university",0,12
"1658",401,"university",0,12
"1659",841,"university",0,12
"1660",530,"homemaker",0,11
"1661",44,"homemaker",0,11
"1662",564,"homemaker",0,11
"1663",812,"homemaker",0,11
"1664",153,"homemaker",0,11
"1665",810,"homemaker",0,11
"1666",561,"homemaker",0,11
"1667",71,"homemaker",0,11
"1668",308,"finance",1,14
"1669",838,"finance",1,14
"1670",107,"finance",1,14
"1671",122,"finance",1,14
"1672",516,"finance",1,14
"1673",525,"finance",1,14
"1674",826,"finance",1,14
"1675",512,"homemaker",1,4
"1676",25,"homemaker",1,4
"1677",576,"homemaker",1,4
"1678",249,"homemaker",1,4
"1679",648,"homemaker",1,4
"1680",852,"law",1,13
"1681",550,"law",1,13
"1682",684,"law",1,13
"1683",10,"law",1,13
"1684",294,"law",1,13
"1685",539,"law",1,13
"1686",485,"finance",1,8
"1687",882,"consultency",1,21
"1688",647,"consultency",1,21
"1689",409,"hospital",1,11
"1690",80,"hospital",1,11
"1691",197,"hospital",1,11
"1692",790,"hospital",1,11
"1693",354,"university",1,10
"1694",778,"university",1,10
"1695",837,"university",1,10
"1696",192,"university",1,10
"1697",156,"labor",1,7
"1698",247,"consultency",0,19
"1699",726,"consultency",0,19
"1700",856,"consultency",0,19
"1701",683,"consultency",0,19
"1702",957,"consultency",0,19
"1703",626,"consultency",0,19
"1704",941,"finance",1,19
"1705",768,"finance",1,19
"1706",25,"finance",1,19
"1707",973,"finance",1,19
"1708",243,"finance",1,19
"1709",595,"finance",1,19
"1710",477,"finance",1,19
"1711",898,"finance",1,19
"1712",48,"finance",1,19
"1713",639,"finance",1,19
"1714",830,"university",0,8
"1715",464,"homemaker",0,11
"1716",243,"homemaker",0,11
"1717",19,"hospital",0,7
"1718",772,"hospital",0,7
"1719",632,"hospital",0,7
"1720",897,"hospital",0,7
"1721",486,"hospital",0,7
"1722",516,"hospital",0,7
"1723",119,"hospital",0,7
"1724",377,"hospital",0,7
"1725",879,"hospital",0,7
"1726",824,"hospital",0,7
"1727",634,"consultency",0,23
"1728",291,"consultency",0,23
"1729",371,"consultency",0,23
"1730",971,"consultency",0,23
"1731",44,"consultency",0,23
"1732",777,"consultency",0,23
"1733",760,"consultency",0,23
"1734",355,"consultency",0,23
"1735",355,"consultency",0,23
"1736",630,"law",0,23
"1737",57,"law",0,23
"1738",105,"law",0,23
"1739",624,"law",0,23
"1740",700,"law",0,23
"1741",986,"law",0,23
"1742",700,"technology",0,24
"1743",755,"technology",0,24
"1744",604,"technology",0,24
"1745",938,"technology",0,24
"1746",551,"technology",0,24
"1747",463,"consultency",0,2
"1748",403,"consultency",0,2
"1749",955,"consultency",0,2
"1750",4,"consultency",0,2
"1751",985,"consultency",0,2
"1752",995,"finance",0,24
"1753",507,"homemaker",0,5
"1754",237,"homemaker",0,5
"1755",54,"homemaker",0,5
"1756",310,"homemaker",0,5
"1757",604,"homemaker",0,5
"1758",253,"homemaker",0,5
"1759",617,"homemaker",0,5
"1760",79,"service",0,2
"1761",943,"service",0,2
"1762",384,"service",0,2
"1763",992,"service",0,2
"1764",213,"university",1,22
"1765",183,"university",1,22
"1766",68,"university",1,22
"1767",89,"finance",1,15
"1768",528,"finance",0,12
"1769",893,"finance",0,12
"1770",858,"finance",0,12
"1771",637,"hospital",0,21
"1772",342,"hospital",0,21
"1773",473,"hospital",0,21
"1774",999,"hospital",0,21
"1775",750,"hospital",0,21
"1776",186,"hospital",0,21
"1777",970,"hospital",0,21
"1778",27,"service",0,11
"1779",570,"service",0,11
"1780",975,"service",0,11
"1781",491,"service",0,11
"1782",734,"service",0,11
"1783",241,"homemaker",1,1
"1784",135,"homemaker",1,1
"1785",215,"homemaker",1,1
"1786",405,"homemaker",1,1
"1787",364,"homemaker",1,1
"1788",133,"finance",0,23
"1789",418,"finance",0,23
"1790",183,"finance",0,23
"1791",41,"finance",0,23
"1792",280,"finance",0,23
"1793",104,"finance",0,23
"1794",20,"technology",0,15
"1795",93,"technology",0,15
"1796",185,"technology",0,15
"1797",950,"technology",0,24
"1798",374,"technology",0,24
"1799",810,"technology",0,24
"1800",644,"technology",0,24
"1801",570,"service",1,22
"1802",602,"service",1,22
"1803",285,"service",1,22
"1804",225,"service",1,22
"1805",46,"service",1,22
"1806",45,"service",1,22
"1807",721,"service",1,22
"1808",468,"service",1,22
"1809",236,"service",1,22
"1810",693,"technology",1,12
"1811",864,"technology",1,12
"1812",772,"technology",1,12
"1813",380,"technology",1,12
"1814",546,"technology",1,12
"1815",393,"technology",1,12
"1816",293,"technology",1,12
"1817",654,"technology",1,12
"1818",853,"technology",1,12
"1819",674,"technology",1,12
"1820",697,"consultency",0,11
"1821",718,"consultency",0,11
"1822",25,"consultency",0,11
"1823",773,"consultency",0,11
"1824",755,"consultency",0,11
"1825",468,"consultency",0,11
"1826",550,"consultency",0,11
"1827",413,"consultency",0,11
"1828",90,"consultency",0,11
"1829",889,"technology",1,20
"1830",729,"technology",1,20
"1831",996,"technology",1,20
"1832",151,"construction",1,13
"1833",385,"construction",1,13
"1834",7,"construction",1,13
"1835",916,"technology",1,1
"1836",136,"technology",1,1
"1837",498,"technology",1,1
"1838",596,"technology",1,1
"1839",759,"technology",1,1
"1840",988,"technology",1,1
"1841",376,"technology",1,1
"1842",103,"technology",1,1
"1843",495,"technology",1,1
"1844",791,"technology",1,1
"1845",950,"university",1,19
"1846",340,"law",1,2
"1847",83,"law",1,2
"1848",689,"law",1,2
"1849",176,"law",1,2
"1850",286,"law",1,2
"1851",776,"law",1,2
"1852",4,"law",1,2
"1853",200,"law",1,2
"1854",905,"law",1,2
"1855",370,"hospital",0,6
"1856",541,"hospital",0,6
"1857",777,"hospital",0,6
"1858",448,"consultency",1,18
"1859",503,"consultency",1,18
"1860",969,"consultency",1,18
"1861",784,"consultency",1,18
"1862",556,"hospital",1,20
"1863",679,"hospital",1,20
"1864",307,"hospital",1,20
"1865",538,"hospital",1,20
"1866",342,"hospital",1,20
"1867",455,"hospital",1,20
"1868",959,"hospital",1,20
"1869",252,"hospital",1,20
"1870",166,"hospital",1,20
"1871",286,"service",1,20
"1872",174,"service",1,20
"1873",104,"service",1,20
"1874",116,"service",1,20
"1875",527,"service",1,20
"1876",745,"service",1,20
"1877",627,"service",1,20
"1878",987,"service",1,20
"1879",822,"labor",0,21
"1880",675,"labor",0,21
"1881",980,"labor",0,21
"1882",592,"labor",0,21
"1883",962,"labor",0,21
"1884",680,"labor",0,21
"1885",35,"labor",0,21
"1886",546,"labor",0,21
"1887",472,"university",0,19
"1888",750,"university",0,19
"1889",833,"university",0,19
"1890",648,"university",0,19
"1891",929,"university",0,19
"1892",167,"university",0,19
"1893",184,"university",0,19
"1894",266,"university",0,19
"1895",666,"university",0,19
"1896",244,"homemaker",0,13
"1897",680,"homemaker",0,13
"1898",839,"homemaker",0,13
"1899",597,"homemaker",0,13
"1900",316,"homemaker",0,13
"1901",967,"homemaker",0,13
"1902",466,"homemaker",0,23
"1903",565,"homemaker",0,23
"1904",153,"homemaker",0,23
"1905",79,"homemaker",0,23
"1906",497,"homemaker",0,23
"1907",508,"homemaker",0,23
"1908",9,"homemaker",0,23
"1909",159,"homemaker",0,23
"1910",605,"homemaker",0,23
"1911",593,"labor",1,14
"1912",944,"labor",1,14
"1913",709,"labor",1,14
"1914",35,"labor",1,14
"1915",555,"labor",1,14
"1916",585,"labor",1,14
"1917",35,"labor",1,14
"1918",164,"labor",1,14
"1919",92,"labor",1,14
"1920",995,"labor",1,14
"1921",173,"technology",1,21
"1922",699,"technology",0,17
"1923",304,"technology",0,17
"1924",866,"technology",0,17
"1925",156,"technology",0,17
"1926",563,"technology",0,17
"1927",415,"technology",0,17
"1928",669,"technology",0,17
"1929",457,"finance",1,9
"1930",684,"finance",1,9
"1931",211,"finance",1,9
"1932",921,"finance",1,9
"1933",695,"finance",1,9
"1934",493,"finance",1,9
"1935",476,"finance",1,9
"1936",90,"finance",1,9
"1937",420,"law",0,12
"1938",201,"construction",1,20
"1939",52,"construction",1,20
"1940",921,"construction",1,20
"1941",76,"construction",1,20
"1942",673,"construction",1,20
"1943",371,"construction",1,20
"1944",241,"construction",1,20
"1945",346,"construction",1,20
"1946",453,"construction",1,20
"1947",613,"construction",1,20
"1948",144,"finance",0,23
"1949",383,"service",0,8
"1950",269,"service",0,8
"1951",249,"service",0,8
"1952",305,"service",0,8
"1953",726,"service",0,8
"1954",299,"service",1,19
"1955",937,"service",1,19
"1956",352,"service",1,19
"1957",377,"service",1,19
"1958",443,"service",1,19
"1959",484,"service",1,19
"1960",65,"service",1,19
"1961",185,"service",1,19
"1962",257,"service",1,19
"1963",272,"service",1,19
"1964",668,"homemaker",0,7
"1965",387,"homemaker",0,7
"1966",363,"homemaker",0,7
"1967",112,"homemaker",0,7
"1968",290,"homemaker",1,10
"1969",228,"homemaker",1,10
"1970",959,"homemaker",1,10
"1971",428,"homemaker",1,10
"1972",26,"homemaker",1,10
"1973",177,"homemaker",1,10
"1974",462,"homemaker",1,10
"1975",772,"homemaker",1,10
"1976",517,"homemaker",1,10
"1977",684,"homemaker",0,15
"1978",596,"homemaker",0,15
"1979",191,"homemaker",0,15
"1980",903,"service",0,10
"1981",370,"service",0,10
"1982",215,"consultency",0,5
"1983",690,"consultency",0,5
"1984",32,"consultency",0,5
"1985",569,"consultency",0,5
"1986",432,"law",0,23
"1987",333,"law",0,23
"1988",977,"law",0,23
"1989",101,"law",0,23
"1990",627,"law",0,23
"1991",828,"law",0,23
"1992",666,"law",0,23
"1993",355,"law",0,23
"1994",430,"law",0,23
"1995",762,"consultency",1,15
"1996",184,"consultency",1,15
"1997",363,"consultency",1,15
"1998",914,"consultency",1,15
"1999",277,"consultency",1,15
"2000",866,"consultency",1,15
"2001",979,"consultency",1,15
"2002",133,"consultency",1,15
"2003",859,"consultency",1,15
"2004",569,"labor",0,7
"2005",561,"labor",0,7
"2006",207,"labor",0,7
"2007",995,"labor",0,7
"2008",104,"technology",1,11
"2009",197,"technology",1,11
"2010",927,"technology",1,11
"2011",91,"technology",1,11
"2012",671,"technology",1,11
"2013",479,"technology",1,11
"2014",834,"technology",1,11
"2015",342,"technology",1,11
"2016",929,"finance",0,9
"2017",438,"finance",0,9
"2018",255,"finance",0,9
"2019",301,"finance",0,9
"2020",294,"finance",0,9
"2021",279,"service",0,13
"2022",318,"service",0,13
"2023",102,"construction",0,10
"2024",865,"construction",0,10
"2025",109,"construction",0,10
"2026",453,"construction",0,10
"2027",883,"construction",0,10
"2028",730,"construction",0,10
"2029",932,"construction",0,10
"2030",3,"construction",0,10
"2031",727,"finance",1,2
"2032",919,"finance",1,2
"2033",332,"finance",1,2
