"","people_id","work_id"
"3004",4733,4000
"3005",8880,4895
"3006",6896,1121
"3007",5908,1506
"3008",5596,1619
"3009",9289,4983
"3010",805,4287
"3011",1234,5412
"3012",4617,320
"3013",3135,402
"3014",3861,32
"3015",8519,319
"3016",6675,4043
"3017",8809,292
"3018",424,1223
"3019",9275,767
"3020",8256,4943
"3021",1740,3147
"3022",6278,947
"3023",7202,4017
"3024",6637,64
"3025",5082,3125
"3026",7109,2034
"3027",440,4640
"3028",3874,1950
"3029",1455,4906
"3030",973,2315
"3031",2262,3946
"3032",8030,3047
"3033",3425,5249
"3034",2329,3142
"3035",9895,2531
"3036",6496,1510
"3037",6749,5309
"3038",566,2033
"3039",4131,1277
"3040",3066,489
"3041",5024,3208
"3042",903,3630
"3043",9033,2734
"3044",8065,463
"3045",2847,5058
"3046",929,2398
"3047",7114,5415
"3048",7849,3580
"3049",3190,1511
"3050",8950,3465
"3051",7246,3584
"3052",7665,1163
"3053",3603,1984
"3054",5128,4455
"3055",8287,4762
"3056",7055,2137
"3057",7412,1664
"3058",3277,4181
"3059",4489,3497
"3060",8824,4321
"3061",9801,3922
"3062",4616,3725
"3063",8124,1716
"3064",1602,3550
"3065",5954,2217
"3066",4120,989
"3067",2809,4165
"3068",1698,1869
"3069",9003,4880
"3070",4796,1592
"3071",5940,1019
"3072",8971,1066
"3073",270,4526
"3074",6536,4369
"3075",4011,3963
"3076",7933,1481
"3077",2971,4233
"3078",538,3610
"3079",6498,912
"3080",8635,5397
"3081",8778,3740
"3082",9874,619
"3083",3901,3835
"3084",6884,2147
"3085",6726,1693
"3086",5704,2909
"3087",3993,618
"3088",2199,4991
"3089",6432,3611
"3090",5478,2374
"3091",2898,5386
"3092",8541,2085
"3093",113,5406
"3094",7760,158
"3095",2527,2577
"3096",5979,1420
"3097",7249,5354
"3098",1578,2551
"3099",1506,101
"3100",2347,4602
"3101",8179,1340
"3102",5392,5005
"3103",8445,4914
"3104",1458,1643
"3105",6194,715
"3106",5452,915
"3107",5913,3836
"3108",7811,1307
"3109",5795,3247
"3110",1666,4050
"3111",8605,1910
"3112",488,4333
"3113",2002,4254
"3114",2464,5136
"3115",6172,4813
"3116",6120,1940
"3117",5122,3836
"3118",5967,3096
"3119",6618,2585
"3120",5899,3981
"3121",7172,3329
"3122",2792,3120
"3123",1155,2202
"3124",1846,1417
"3125",6658,1758
"3126",3721,4164
"3127",7251,4926
"3128",7025,4975
"3129",6241,3879
"3130",7942,4886
"3131",8423,4759
"3132",879,271
"3133",2250,1331
"3134",8522,3489
"3135",7521,1417
"3136",8964,1916
"3137",9989,2536
"3138",4300,4004
"3139",898,5093
"3140",1765,5274
"3141",9654,4292
"3142",2828,3066
"3143",3769,4623
"3144",6472,2572
"3145",1767,2133
"3146",9865,4225
"3147",422,4489
"3148",2476,5012
"3149",902,1616
"3150",2868,4467
"3151",3715,4130
"3152",2330,2391
"3153",3952,2809
"3154",1914,4430
"3155",839,2309
"3156",250,2406
"3157",5864,4760
"3158",2215,2266
"3159",182,989
"3160",8481,3598
"3161",5801,3657
"3162",294,4818
"3163",1828,3169
"3164",143,2177
"3165",2937,5283
"3166",3544,938
"3167",72,4946
"3168",1438,1940
"3169",4923,5206
"3170",1951,1600
"3171",2982,4030
"3172",7643,2259
"3173",5190,3592
"3174",1037,3312
"3175",1214,378
"3176",6682,5437
"3177",1391,516
"3178",9881,5175
"3179",3313,3733
"3180",3730,1980
"3181",5540,3518
"3182",3758,4650
"3183",6440,4148
"3184",3101,4030
"3185",4934,3810
"3186",804,3721
"3187",6674,4720
"3188",680,1714
"3189",2235,1771
"3190",8224,3250
"3191",8826,686
"3192",2631,4103
"3193",5998,628
"3194",9224,5345
"3195",3332,3781
"3196",3303,703
"3197",6600,1576
"3198",13,4998
"3199",348,1819
"3200",528,3224
"3201",6653,1170
"3202",3530,2749
"3203",683,3098
"3204",3564,5076
"3205",881,753
"3206",2734,4776
"3207",6932,2122
"3208",7948,5333
"3209",2149,602
"3210",2778,1012
"3211",6625,1024
"3212",2906,2347
"3213",9491,903
"3214",4707,1515
"3215",1533,930
"3216",3399,724
"3217",7271,3851
"3218",3107,3567
"3219",5438,4021
"3220",4796,3817
"3221",6847,1165
"3222",8591,2307
"3223",8843,4347
"3224",781,2836
"3225",9407,3420
"3226",2968,648
"3227",1016,5144
"3228",1527,2796
"3229",762,2084
"3230",581,2297
"3231",5934,3939
"3232",8310,2241
"3233",943,2163
"3234",4986,4868
"3235",2455,4186
"3236",5267,2215
"3237",2046,818
"3238",5884,4774
"3239",18,1000
"3240",735,2957
"3241",3840,3301
"3242",2431,3790
"3243",7101,1779
"3244",7680,3596
"3245",9641,3313
"3246",9751,1107
"3247",7517,666
"3248",7551,2925
"3249",8523,1526
"3250",4006,2248
"3251",8448,2845
"3252",8540,3131
"3253",6002,4251
"3254",133,464
"3255",3554,5330
"3256",3945,445
"3257",4228,4685
"3258",91,5331
"3259",4512,1335
"3260",5501,356
"3261",3163,558
"3262",3757,5349
"3263",7099,121
"3264",9526,5389
"3265",9715,4529
"3266",1228,4783
"3267",5005,466
"3268",2778,5306
"3269",3480,1716
"3270",1831,5371
"3271",2910,4
"3272",9381,121
"3273",323,4611
"3274",9974,3555
"3275",1326,5324
"3276",3172,852
"3277",9981,2161
"3278",4255,1274
"3279",4049,3410
"3280",8617,2634
"3281",6506,512
"3282",8999,5013
"3283",234,2221
"3284",7072,3878
"3285",3872,617
"3286",9238,124
"3287",3300,486
"3288",9858,4003
"3289",9126,700
"3290",8732,2503
"3291",4093,4186
"3292",4741,4015
"3293",1374,301
"3294",7462,1558
"3295",8686,4449
"3296",1502,4328
"3297",7474,5331
"3298",1328,4773
"3299",5460,1599
"3300",1700,3662
"3301",7601,5084
"3302",6870,4519
"3303",5676,2564
"3304",4434,4006
"3305",2964,2402
"3306",9072,2858
"3307",6466,2263
"3308",8329,2924
"3309",1035,5106
"3310",3368,3475
"3311",4367,3273
"3312",7595,4611
"3313",9615,456
"3314",8881,2911
"3315",5934,1007
"3316",4381,2661
"3317",7551,4146
"3318",9198,1644
"3319",4670,990
"3320",5636,3490
"3321",7694,3587
"3322",2431,1796
"3323",7165,4783
"3324",7839,3332
"3325",5493,515
"3326",4382,5131
"3327",8486,4903
"3328",6669,193
"3329",2050,832
"3330",845,1180
"3331",6464,5350
"3332",5782,2592
"3333",9158,2264
"3334",5609,1410
"3335",2864,4498
"3336",8488,526
"3337",6664,669
"3338",6931,1023
"3339",4086,4018
"3340",8247,5402
"3341",759,4069
"3342",1371,711
"3343",7582,4185
"3344",9267,4544
"3345",3263,3098
"3346",9918,4026
"3347",6238,2307
"3348",7306,3744
"3349",8170,2217
"3350",4945,4346
"3351",388,1544
"3352",820,1129
"3353",9683,4647
"3354",2494,4737
"3355",7487,5430
"3356",4530,3657
"3357",4372,3059
"3358",5888,4213
"3359",6532,4830
"3360",9758,3602
"3361",1984,425
"3362",8548,1764
"3363",6892,2157
"3364",1327,1608
"3365",7095,1968
"3366",4863,1320
"3367",9595,1049
"3368",8328,172
"3369",8986,1437
"3370",6983,1387
"3371",5740,2065
"3372",7455,4789
"3373",658,3417
"3374",8240,179
"3375",161,2315
"3376",109,2941
"3377",3243,2190
"3378",3401,5103
"3379",1965,3956
"3380",3204,3273
"3381",6365,4893
"3382",6143,4401
"3383",2789,2318
"3384",1957,34
"3385",3236,4032
"3386",3075,4640
"3387",3224,853
"3388",7579,5047
"3389",8954,3463
"3390",3014,5191
"3391",9198,3925
"3392",9561,3678
"3393",88,1629
"3394",7547,4607
"3395",9546,602
"3396",3904,1797
"3397",1567,5070
"3398",8471,2584
"3399",7568,719
"3400",3915,4987
"3401",2453,2263
"3402",2587,5348
"3403",7107,3481
"3404",4510,5410
"3405",9336,4811
"3406",2445,23
"3407",9380,1739
"3408",9904,467
"3409",4505,4939
"3410",5535,1081
"3411",3019,1103
"3412",7874,4781
"3413",8636,4317
"3414",3587,2148
"3415",3256,4183
"3416",6097,1559
"3417",6859,5363
"3418",2224,1785
"3419",2809,3272
"3420",2525,5133
"3421",6572,5222
"3422",8828,5128
"3423",9421,4358
"3424",6317,489
"3425",4421,4814
"3426",4465,2144
"3427",5459,2620
"3428",7079,1638
"3429",3705,1577
"3430",7779,4434
"3431",6779,3683
"3432",9115,3151
"3433",3449,3168
"3434",9547,4426
"3435",6676,5400
"3436",5743,1353
"3437",9652,4141
"3438",557,3795
"3439",9622,3657
"3440",6770,496
"3441",1006,5028
"3442",5620,4815
"3443",2627,3360
"3444",1002,4110
"3445",9987,2074
"3446",616,4852
"3447",5042,1121
"3448",8364,5041
"3449",5891,3063
"3450",2105,2798
"3451",9916,2658
"3452",8233,4076
"3453",6703,396
"3454",4690,2388
"3455",5713,217
"3456",9599,2639
"3457",3455,1009
"3458",3678,112
"3459",2460,3077
"3460",2672,1427
"3461",4444,2608
"3462",8163,439
"3463",7028,3799
"3464",3291,4901
"3465",3063,2655
"3466",8120,3285
"3467",3296,3234
"3468",8629,5324
"3469",8137,4053
"3470",3074,1977
"3471",7148,1530
"3472",3910,611
"3473",9446,519
"3474",8943,394
"3475",7783,1590
"3476",3544,4210
"3477",9214,161
"3478",488,3061
"3479",1648,3747
"3480",961,4484
"3481",3653,3991
"3482",2398,2615
"3483",9883,5110
"3484",7061,1154
"3485",419,921
"3486",4060,3708
"3487",3740,3315
"3488",7104,1957
"3489",8542,2237
"3490",18,1344
"3491",1722,153
"3492",8605,4623
"3493",910,3840
"3494",695,4700
"3495",6205,3524
"3496",2300,34
"3497",8119,3492
"3498",3662,5158
"3499",6751,2215
"3500",8214,4644
"3501",2202,3718
"3502",7721,715
"3503",6569,4023
"3504",3312,1758
"3505",6677,3774
"3506",2647,4612
"3507",1290,2206
"3508",983,5415
"3509",3163,4025
"3510",3861,4627
"3511",7118,4270
"3512",6114,1896
"3513",9679,568
"3514",8512,4575
"3515",8380,4475
"3516",1294,4777
"3517",1602,2133
"3518",1777,421
"3519",2285,2436
"3520",5512,1802
"3521",2394,4452
"3522",1003,2648
"3523",3458,902
"3524",3140,485
"3525",5412,4556
"3526",2590,1195
"3527",1946,258
"3528",9071,1166
"3529",7768,1450
"3530",5038,732
"3531",7441,4631
"3532",9058,4197
"3533",9817,450
"3534",8126,4257
"3535",3262,4833
"3536",3211,3132
"3537",4740,5093
"3538",6775,4226
"3539",7135,5267
"3540",7704,5368
"3541",6489,5073
"3542",539,4617
"3543",4393,2526
"3544",4126,2752
"3545",2775,4050
"3546",4891,1279
"3547",2655,4912
"3548",8123,5039
"3549",3238,2048
"3550",4808,1574
"3551",5296,4165
"3552",6854,5123
"3553",876,5369
"3554",7220,1838
"3555",4452,5065
"3556",4981,2293
"3557",3339,2136
"3558",1104,4396
"3559",8622,3522
"3560",4951,5230
"3561",8769,1365
"3562",746,3146
"3563",1048,1112
"3564",6087,1216
"3565",4316,4520
"3566",2790,346
"3567",894,2593
"3568",1727,2822
"3569",2381,504
"3570",3209,475
"3571",4999,2414
"3572",8196,1642
"3573",7200,912
"3574",6283,4169
"3575",9588,1149
"3576",8443,114
"3577",6627,242
"3578",8956,4788
"3579",1852,1097
"3580",9530,4329
"3581",4220,1099
"3582",9553,4759
"3583",4935,910
"3584",7933,1745
"3585",7731,5162
"3586",289,2514
"3587",4336,226
"3588",7072,2089
"3589",3922,3865
"3590",5461,4413
"3591",6274,794
"3592",2445,3190
"3593",9668,3046
"3594",4742,4891
"3595",7123,3648
"3596",119,3141
"3597",1503,665
"3598",748,4745
"3599",9157,500
"3600",4764,1792
"3601",8537,2662
"3602",3837,2065
"3603",1451,2670
"3604",7667,990
"3605",4654,941
"3606",792,4319
"3607",7107,3466
"3608",9466,1967
"3609",7221,59
"3610",652,1650
"3611",8691,974
"3612",4434,3512
"3613",3351,4868
"3614",5878,742
"3615",1650,4040
"3616",5318,3016
"3617",1343,1869
"3618",2708,4095
"3619",2845,900
"3620",678,2610
"3621",4795,3030
"3622",2857,3013
"3623",5035,2749
"3624",7093,3141
"3625",6854,3075
"3626",2944,4008
"3627",4959,993
"3628",942,4796
"3629",6843,1850
"3630",8228,2750
"3631",8452,1151
"3632",8462,639
"3633",8525,3558
"3634",3898,4145
"3635",8066,2328
"3636",9797,1779
"3637",3527,3538
"3638",6996,2075
"3639",1933,1838
"3640",248,1646
"3641",5690,3008
"3642",3585,2193
"3643",2451,5086
"3644",9743,3094
"3645",7743,5142
"3646",1989,2946
"3647",5305,3577
"3648",3339,4963
"3649",6053,5463
"3650",5617,1181
"3651",2145,205
"3652",2255,4581
"3653",1678,2285
"3654",405,259
"3655",6442,5260
"3656",7773,2717
"3657",2689,2870
"3658",7739,3095
"3659",7187,5028
"3660",4621,4646
"3661",6453,1887
"3662",7983,5221
"3663",5551,321
"3664",1353,4048
"3665",8372,5096
"3666",5731,1988
"3667",2154,2603
"3668",7764,3320
"3669",527,2057
"3670",1026,144
"3671",7554,2599
"3672",6507,3952
"3673",9724,2742
"3674",283,2009
"3675",8808,2360
"3676",7792,4942
"3677",2816,4390
"3678",9917,2677
"3679",5888,3241
"3680",9978,4610
"3681",9621,487
"3682",4284,5228
"3683",6709,4438
"3684",2886,5380
"3685",3350,2762
"3686",2498,5081
"3687",1811,1756
"3688",5858,929
"3689",9789,2841
"3690",6797,187
"3691",8835,3083
"3692",1151,2075
"3693",8937,2946
"3694",3142,4736
"3695",2200,514
"3696",4146,3861
"3697",2427,1773
"3698",7206,3731
"3699",6151,2092
"3700",8419,4874
"3701",6880,1128
"3702",5760,2432
"3703",1041,3743
"3704",471,2283
"3705",2315,2750
"3706",4763,5386
"3707",7133,1759
"3708",6248,4270
"3709",1875,1533
"3710",9182,1799
"3711",2735,5078
"3712",6618,5130
"3713",6055,942
"3714",6877,1003
"3715",1874,4141
"3716",8947,2994
"3717",7376,4252
"3718",3485,3114
"3719",1288,4605
"3720",8167,278
"3721",1379,4014
"3722",4560,3655
"3723",19,4020
"3724",8751,755
"3725",2189,3404
"3726",4124,750
"3727",7912,2898
"3728",598,224
"3729",4041,4333
"3730",5485,1821
"3731",2169,2632
"3732",6270,3749
"3733",915,1163
"3734",6415,3650
"3735",2761,17
"3736",2868,2595
"3737",6428,3921
"3738",6054,8
"3739",3777,754
"3740",5056,1711
"3741",5263,1916
"3742",9551,4360
"3743",4559,3197
"3744",7363,4146
"3745",1585,444
"3746",3119,1339
"3747",9269,5118
"3748",4162,1049
"3749",9527,3872
"3750",7322,3875
"3751",6838,3281
"3752",5995,738
"3753",1526,780
"3754",7771,890
"3755",7590,4123
"3756",8206,101
"3757",9909,4036
"3758",5554,3298
"3759",4163,2710
"3760",9473,2664
"3761",6824,465
"3762",7548,345
"3763",9691,3372
"3764",6775,679
"3765",7731,5049
"3766",2494,2602
"3767",7192,3283
"3768",8065,2600
"3769",1460,2941
"3770",4310,4814
"3771",5796,4270
"3772",8546,2938
"3773",9206,4955
"3774",3853,1421
"3775",5755,1414
"3776",2842,1707
"3777",4571,4840
"3778",3062,4833
"3779",4412,4021
"3780",8987,3689
"3781",2760,550
"3782",6802,1477
"3783",3582,3826
"3784",1722,1246
"3785",1661,320
"3786",8209,5396
"3787",1272,993
"3788",9881,204
"3789",6222,3185
"3790",8786,1164
"3791",5281,780
"3792",9132,1217
"3793",7251,100
"3794",6705,1611
"3795",2323,3248
"3796",2241,4774
"3797",9403,4103
"3798",3269,1242
"3799",7081,4844
"3800",7526,991
"3801",5904,1165
"3802",9853,1778
"3803",2316,3325
"3804",3126,202
"3805",6009,4441
"3806",9178,1555
"3807",3428,1340
"3808",3103,5150
"3809",2285,4595
"3810",3414,1854
"3811",8537,1587
"3812",7805,3486
"3813",8911,1727
"3814",3906,3798
"3815",2364,1132
"3816",6146,2663
"3817",6846,1324
"3818",3223,1102
"3819",9127,4937
"3820",9031,315
"3821",5160,2613
"3822",4506,2067
"3823",5796,5219
"3824",8649,1119
"3825",8698,129
"3826",8309,1438
"3827",782,3689
"3828",7660,4310
"3829",7322,3174
"3830",8953,924
"3831",4443,1848
"3832",7040,1830
"3833",8906,4626
"3834",4216,4348
"3835",6879,577
"3836",2973,1464
"3837",629,1881
"3838",1892,904
"3839",2636,3482
"3840",4926,2361
"3841",8618,3524
"3842",4648,269
"3843",237,1067
"3844",5234,1724
"3845",4189,1745
"3846",4505,4145
"3847",1309,4542
"3848",1569,129
"3849",7875,4654
"3850",2526,3158
"3851",9879,2824
"3852",6361,4525
"3853",2466,3367
"3854",1190,1651
"3855",5914,991
"3856",7008,5078
"3857",9631,1710
"3858",8376,397
"3859",1339,1008
"3860",8547,3590
"3861",9046,3434
"3862",9092,2766
"3863",4416,315
"3864",6149,1919
"3865",4535,932
"3866",1930,5236
"3867",4636,1562
"3868",6691,4977
"3869",4727,4793
"3870",3983,4286
"3871",5710,5056
"3872",4940,1297
"3873",8556,3351
"3874",737,1338
"3875",2957,2050
"3876",7308,5404
"3877",1150,291
"3878",1905,2591
"3879",5536,2718
"3880",901,4112
"3881",6546,4253
"3882",652,3703
"3883",8546,1199
"3884",7118,1957
"3885",1010,760
"3886",4676,296
"3887",4695,1989
"3888",9967,4285
"3889",3018,2827
"3890",5015,598
"3891",1125,2272
"3892",4044,3313
"3893",2295,4113
"3894",4584,3468
"3895",1738,4752
"3896",2167,3497
"3897",6987,1242
"3898",1585,505
"3899",4562,3976
"3900",205,3452
"3901",2114,1502
"3902",5991,1278
"3903",6032,3594
"3904",2568,2635
"3905",4015,3022
"3906",1668,2062
"3907",152,2915
"3908",4483,2620
"3909",8978,4917
"3910",8019,1839
"3911",7598,2967
"3912",3460,479
"3913",6521,2341
"3914",7647,3845
"3915",573,1526
"3916",8791,4917
"3917",9805,5357
"3918",351,2895
"3919",6734,4896
"3920",3926,4656
"3921",2204,3398
"3922",8937,2572
"3923",1749,3730
"3924",9299,2077
"3925",3105,5454
"3926",5947,3838
"3927",4093,3121
"3928",586,3922
"3929",7010,5302
"3930",9564,1243
"3931",94,2936
"3932",8731,2137
"3933",4993,1362
"3934",8534,3599
"3935",3992,523
"3936",6647,2283
"3937",9376,4262
"3938",8458,838
"3939",9055,3179
"3940",5418,3612
"3941",936,1029
"3942",4895,777
"3943",8254,3111
"3944",9277,4320
"3945",506,1671
"3946",2341,2414
"3947",729,4559
"3948",4258,803
"3949",764,1240
"3950",9111,2406
"3951",975,3481
"3952",5360,3714
"3953",1669,4309
"3954",5269,4146
"3955",8802,1496
"3956",6398,4396
"3957",9640,3904
"3958",1381,1912
"3959",5743,4602
"3960",478,4225
"3961",3147,4884
"3962",51,3223
"3963",4979,3370
"3964",7769,2826
"3965",889,319
"3966",6751,743
"3967",5590,4550
"3968",8709,1985
"3969",74,1176
"3970",1032,685
"3971",382,2782
"3972",7161,3637
"3973",9160,479
"3974",3191,443
"3975",4028,4402
"3976",6552,2510
"3977",5094,3571
"3978",4832,1695
"3979",6408,936
"3980",5450,4038
"3981",5748,3817
"3982",3671,3772
"3983",822,4251
"3984",5941,2362
"3985",2777,1074
"3986",4498,4124
"3987",5870,2640
"3988",4300,1432
"3989",9647,5146
"3990",1695,3889
"3991",1217,5035
"3992",3281,2327
"3993",7672,4837
"3994",4345,5222
"3995",554,3166
"3996",3591,1025
"3997",7521,5361
"3998",2093,2372
"3999",6307,345
"4000",1102,3948
"4001",7485,692
"4002",3369,5367
"4003",8740,4273
"4004",5263,4545
"4005",5475,2615
"4006",5668,3275
"4007",8681,2457
"4008",7451,5413
"4009",2658,2727
"4010",717,2631
"4011",6511,3181
"4012",1507,2294
"4013",9670,2716
"4014",182,2404
"4015",5521,651
"4016",2521,2135
"4017",5820,4114
"4018",4517,3612
"4019",1495,1149
"4020",3961,4669
"4021",3213,1363
"4022",1221,955
"4023",8479,3956
"4024",6157,2927
"4025",5671,3212
"4026",6332,2884
"4027",3509,4020
"4028",2442,3267
"4029",8665,3556
"4030",5343,4190
"4031",6609,2405
"4032",3750,157
"4033",98,2670
"4034",7549,5299
"4035",7645,4906
"4036",2661,4295
"4037",6487,1895
"4038",1997,2947
"4039",3457,3646
"4040",4878,3173
"4041",9534,4546
"4042",6886,2146
"4043",2658,4873
"4044",9484,5299
"4045",8034,1986
"4046",381,3619
"4047",3798,4019
"4048",2458,774
"4049",5868,3165
"4050",7890,2787
"4051",8192,330
"4052",2429,4133
"4053",786,4198
"4054",905,1868
"4055",333,3943
"4056",9129,2731
"4057",7730,715
"4058",8939,3553
"4059",4153,2400
"4060",5706,4292
"4061",316,2542
"4062",3073,723
"4063",5561,491
"4064",8701,1198
"4065",4321,4077
"4066",952,3083
"4067",389,1319
"4068",8079,3365
"4069",1156,3337
"4070",486,5156
"4071",3778,912
"4072",7126,1570
"4073",7549,1481
"4074",9944,4296
"4075",1767,2464
"4076",9204,3716
"4077",7511,2967
"4078",9387,4746
"4079",8484,1534
"4080",3196,1019
"4081",8769,4283
"4082",2102,789
"4083",6892,2677
"4084",1880,2209
"4085",2295,1569
"4086",9246,2269
"4087",1650,3565
"4088",649,1454
"4089",8089,4910
"4090",780,4328
"4091",2280,1847
"4092",6344,3678
"4093",8450,1477
"4094",4914,1372
"4095",8468,927
"4096",206,4925
"4097",2213,4843
"4098",300,3058
"4099",7026,4098
"4100",2812,926
"4101",9055,1314
"4102",8556,969
"4103",540,681
"4104",3417,1234
"4105",6004,3436
"4106",9784,1834
"4107",5598,643
"4108",1212,2441
"4109",8079,3021
"4110",4608,4579
"4111",6037,650
"4112",654,35
"4113",6843,2324
"4114",4272,892
"4115",7552,1557
"4116",7266,460
"4117",2803,1434
"4118",9019,4942
"4119",8700,4293
"4120",2608,1852
"4121",9281,1200
"4122",7596,2791
"4123",368,2120
"4124",3358,1211
"4125",2939,4166
"4126",4470,4940
"4127",2854,3662
"4128",1421,3628
"4129",6343,5372
"4130",4683,1477
"4131",3602,2392
"4132",9535,3201
"4133",5427,123
"4134",3591,4580
"4135",7240,3851
"4136",6306,3981
"4137",5676,3086
"4138",4572,1094
"4139",7997,4046
"4140",8957,1655
"4141",2967,736
"4142",7368,1611
"4143",3439,1923
"4144",3898,389
"4145",7128,3144
"4146",6558,3906
"4147",6300,344
"4148",1787,2185
"4149",1472,4005
"4150",9098,5019
"4151",7683,4796
"4152",5243,2903
"4153",8953,3212
"4154",2956,5295
"4155",4479,773
"4156",8692,950
"4157",2125,1096
"4158",2787,469
"4159",7316,3833
"4160",7453,5073
"4161",9401,1010
"4162",3972,1401
"4163",6693,1088
"4164",127,1253
"4165",7003,971
"4166",9682,4835
"4167",3048,719
"4168",7522,2959
"4169",7352,3084
"4170",9490,3779
"4171",4449,683
"4172",9269,817
"4173",916,877
"4174",7745,5146
"4175",3686,4564
"4176",5479,939
"4177",2867,815
"4178",4087,2155
"4179",8757,271
"4180",1157,298
"4181",3096,2074
"4182",8132,1317
"4183",1417,2695
"4184",9000,3653
"4185",5876,2573
"4186",462,598
"4187",9105,3324
"4188",3596,4452
"4189",4886,886
"4190",8618,3419
"4191",3842,625
"4192",8940,4842
"4193",8831,161
"4194",8401,1554
"4195",9024,832
"4196",5581,3933
"4197",2008,5255
"4198",7430,1743
"4199",7424,4467
"4200",1629,3499
"4201",4581,4028
"4202",1865,2526
"4203",8952,5357
"4204",6526,4109
"4205",901,1035
"4206",2303,89
"4207",2810,2486
"4208",27,435
"4209",5898,4620
"4210",9089,2504
"4211",8601,704
"4212",6008,4693
"4213",5332,777
"4214",7068,1497
"4215",4023,4356
"4216",6083,767
"4217",5160,3180
"4218",2997,4574
"4219",8560,61
"4220",386,5258
"4221",9115,4562
"4222",8042,5046
"4223",7014,4841
"4224",6855,2237
"4225",7664,1023
"4226",1867,1484
"4227",6236,2413
"4228",5007,2413
"4229",8295,2966
"4230",8600,2302
"4231",8795,4238
"4232",5573,1778
"4233",7396,2306
"4234",3812,1370
"4235",4314,4615
"4236",6205,4687
"4237",9032,5109
"4238",2496,4126
"4239",8113,1109
"4240",3781,3640
"4241",3949,947
"4242",3989,121
"4243",6213,4631
"4244",5829,3671
"4245",8340,276
"4246",1311,2855
"4247",831,815
"4248",5367,988
"4249",5285,5436
"4250",3388,1176
"4251",7514,2783
"4252",7082,235
"4253",1214,395
"4254",2403,2764
"4255",7253,4878
"4256",7393,330
"4257",9430,2463
"4258",9126,2211
"4259",2088,1865
"4260",633,2857
"4261",5055,3187
"4262",21,3479
"4263",471,1607
"4264",3720,1724
"4265",3900,2746
"4266",6896,2243
"4267",7060,1766
"4268",6900,220
"4269",4900,2544
"4270",2667,588
"4271",9992,3163
"4272",7639,3561
"4273",6981,5062
"4274",7727,3512
"4275",3858,2838
"4276",8103,2261
"4277",6780,871
"4278",3322,2113
"4279",6253,3212
"4280",1158,4752
"4281",845,2670
"4282",7635,288
"4283",3884,1254
"4284",4819,3476
"4285",1062,2283
"4286",7117,5385
"4287",3504,3773
"4288",5307,4391
"4289",4431,5083
"4290",6379,3134
"4291",2795,2968
"4292",7966,4881
"4293",3988,4460
"4294",1808,1106
"4295",4666,3126
"4296",325,173
"4297",6828,2335
"4298",3991,3401
"4299",882,3250
"4300",4278,5311
"4301",4215,471
"4302",6871,2250
"4303",2844,1398
"4304",1937,684
"4305",988,70
"4306",1829,4347
"4307",574,3968
"4308",4289,372
"4309",8298,163
"4310",2143,2022
"4311",8293,1780
"4312",7453,3325
"4313",4929,4092
"4314",6635,900
"4315",7941,4136
"4316",868,1938
"4317",8187,978
"4318",4562,1722
"4319",5163,4281
"4320",7842,2787
"4321",8163,2903
"4322",8348,4313
"4323",1678,164
"4324",9406,4388
"4325",3689,3667
"4326",9752,4702
"4327",1412,3888
"4328",1333,301
"4329",2357,4474
"4330",596,952
"4331",5445,2658
"4332",3694,4367
"4333",3679,3631
"4334",1573,3141
"4335",4559,3347
"4336",3880,1936
"4337",6876,2811
"4338",8641,513
"4339",2007,192
"4340",2745,2972
"4341",166,4663
"4342",8915,2770
"4343",6685,315
"4344",8810,4205
"4345",6032,3651
"4346",2920,776
"4347",1876,3583
"4348",6348,3904
"4349",9145,2587
"4350",9178,868
"4351",5082,660
"4352",9893,113
"4353",124,3078
"4354",8696,317
"4355",8860,460
"4356",4312,4471
"4357",8147,1116
"4358",9806,2535
"4359",550,1428
"4360",3297,3863
"4361",8116,4813
"4362",5418,253
"4363",3466,4429
"4364",4408,1694
"4365",2298,593
"4366",8105,3801
"4367",401,1828
"4368",1785,2242
"4369",5867,1809
"4370",6066,3029
"4371",1767,383
"4372",9848,1842
"4373",8338,3901
"4374",3533,4229
"4375",7570,1757
"4376",3393,4530
"4377",4011,4875
"4378",7379,605
"4379",12,4870
"4380",2191,5407
"4381",1318,5060
"4382",4116,656
"4383",5737,2757
"4384",2749,3845
"4385",4127,3270
"4386",9338,4352
"4387",9498,481
"4388",6698,4863
"4389",7229,250
"4390",2192,5364
"4391",1812,1126
"4392",4098,1741
"4393",2326,2752
"4394",552,3890
"4395",6694,3552
"4396",1407,3641
"4397",3855,5207
"4398",6745,4043
"4399",6776,5020
"4400",7975,3440
"4401",2407,4212
"4402",951,1833
"4403",578,1166
"4404",7824,3479
"4405",4991,2856
"4406",8758,4721
"4407",2875,1068
"4408",9905,1968
"4409",8727,2146
"4410",8634,3376
"4411",8847,2106
"4412",3128,3598
"4413",6114,2661
"4414",2485,3303
"4415",900,3399
"4416",3669,4083
"4417",4000,4138
"4418",4773,4570
"4419",259,5455
"4420",9271,2491
"4421",5679,4973
"4422",2020,3708
"4423",3082,3975
"4424",9890,3084
"4425",6655,2354
"4426",9821,4882
"4427",4537,3433
"4428",5982,3870
"4429",1810,4964
"4430",3855,2950
"4431",490,2593
"4432",3906,132
"4433",6525,1823
"4434",6642,4017
"4435",9589,3917
"4436",1122,221
"4437",7033,3114
"4438",1697,3513
"4439",3709,1703
"4440",2141,2294
"4441",4807,1547
